Caption	Image ID
<span RHS><i>Potentilla nepalensis</i> 'Miss Willmott'</span>	P00429
<span RHS><i>Potentilla thurberi</i> 'Monarch's Velvet'</span>	P00430
<span RHS><i>Potentilla recta</i> 'Warrenii'</span>	P00431
<span RHS><i>Potentilla recta</i> 'Warrenii'</span>	P00432
<span RHS><i>Primula</i> &times; <i>bulleesiana</i> (Pf)</span>	P00433
<span RHS><i>Primula rosea</i> (Or) AGM</span>	P00434
<span RHS><i>Primula rosea</i> (Or) AGM</span>	P00435
<span RHS><i>Romneya coulteri</i> AGM</span>	P00436
<span RHS><i>Salvia transsylvanica</i></span>	P00437
<span RHS><i>Salvia uliginosa</i> AGM</span>	P00438
<span RHS><i>Saxifraga</i> 'Rubrifolia' (<i>fortunei</i>) (5) AGM</span>	P00439
<span RHS><i>Hesperantha coccinea</i> 'Mrs Hegarty'</span>	P00440
<span RHS><i>Hesperantha coccinea</i></span>	P00441
<span RHS><i>Hesperantha coccinea</i> f. <i>alba</i></span>	P00442
<span RHS><i>Hesperantha coccinea</i> 'Mrs Hegarty'</span>	P00443
<span RHS><i>Hesperantha coccinea</i> 'Sunrise' AGM</span>	P00444
<span RHS><i>Hesperantha coccinea</i> 'Major' AGM</span>	P00445
<span RHS><i>Hesperantha coccinea</i> 'Mrs Hegarty'</span>	P00446
<span RHS><i>Hesperantha coccinea</i> 'Major' AGM</span>	P00447
<span RHS><i>Hylotelephium</i> (Herbstfreude Group) 'Herbstfreude' AGM</span>	P00448
<span RHS><i>Hylotelephium spectabile</i> 'Iceberg'</span>	P00449
<span RHS><i>Hylotelephium spectabile</i> 'Iceberg'</span>	P00450
<span RHS><i>Sidalcea</i> 'Rose Queen'</span>	P00451
<span RHS><i>Sidalcea</i> 'Rose Queen'</span>	P00452
<span RHS><i>Sidalcea</i> 'William Smith' AGM</span>	P00453
<span RHS><i>Sidalcea</i> 'William Smith' AGM</span>	P00454
<span RHS><i>Silene schafta</i> AGM</span>	P00455
<span RHS><i>Sisyrinchium</i> 'E.K. Balls'</span>	P00456
<span RHS><i>Sisyrinchium</i> 'Biscutella'</span>	P00457
<span RHS><i>Sisyrinchium striatum</i></span>	P00458
<span RHS><i>Stokesia laevis</i></span>	P00460
<span RHS><i>Stokesia laevis</i></span>	P00461
<span RHS><i>Tiarella</i> 'Iron Butterfly' <sup>(PBR)</sup> (v)</span>	P00462
<span RHS><i>Tiarella</i> 'Jeepers Creepers' <sup>(PBR)</sup></span>	P00463
<span RHS><i>Tiarella</i> 'Jeepers Creepers' <sup>(PBR)</sup></span>	P00464
<span RHS><i>Tricyrtis</i> 'Tojen'</span>	P00466
<span RHS><i>Tricyrtis</i> 'Tojen'</span>	P00467
<span RHS><i>Tricyrtis formosana</i></span>	P00468
<span RHS><i>Tricyrtis hirta</i> 'Albomarginata' (v)</span>	P00469
<span RHS><i>Trollius chinensis</i> 'Golden Queen' AGM</span>	P00470
<span RHS><i>Trollius chinensis</i> 'Golden Queen' AGM</span>	P00471
<span RHS><i>Trollius chinensis</i> 'Golden Queen' AGM</span>	P00472
<span RHS><i>Trollius</i> &times; <i>cultorum</i> 'Earliest of All'</span>	P00473
<span RHS><i>Trollius</i> &times; <i>cultorum</i> 'Earliest of All'</span>	P00474
<span RHS><i>Anemone</i> &times; <i>hybrida</i> 'Honorine Jobert' AGM</span>	P00475
<span RHS><i>Caltha palustris</i></span>	P00476
<span RHS><i>Campanula persicifolia</i></span>	P00477
<span RHS><i>Campanula portenschlagiana</i> AGM</span>	P00478
<span RHS><i>Abutilon</i> Bella Series</span>	P00479
<span RHS><i>Abutilon</i> 'Golden Fleece'</span>	P00480
<span RHS><i>Agapanthus</i> 'Blue Baby' Rom.</span>	P00481
<span RHS><i>Aquilegia glandulosa</i></span>	P00482
<span RHS><i>Armeria pseudarmeria</i></span>	P00483
<span RHS><i>Buddleja alternifolia</i> AGM</span>	P00484
<span RHS><i>Buddleja davidii</i> 'Black Knight' AGM</span>	P00485
<span RHS><i>Buddleja davidii</i> 'Peace'</span>	P00486
<i>Buddleja</i> 'Nanho Blue'	P00487
<span RHS><i>Camellia japonica</i> 'Devonia'</span>	P00488
<i>Camellia japonica</i> 'Marguerite Gouillon'	P00489
<span RHS><i>Caryopteris</i> &times; <i>clandonensis</i> 'Summer Sorbet' <sup>(PBR)</sup> (v) AGM</span>	P00490
<span RHS><i>Ceanothus</i> 'Burkwoodii' AGM</span>	P00491
<span RHS><i>Ceanothus</i> 'Dark Star' AGM</span>	P00492
<span RHS><i>Cerinthe major</i></span>	P00493
<span RHS><i>Chaenomeles</i> &times; <i>superba</i> 'Crimson and Gold' AGM</span>	P00494
<span RHS><i>Chaenomeles</i> &times; <i>superba</i> 'Jet Trail'</span>	P00495
<span RHS><i>Chaenomeles japonica</i> 'Sargentii'</span>	P00496
<span RHS><i>Chaenomeles speciosa</i> 'Nivalis'</span>	P00497
<span RHS><i>Chaenomeles</i> &times; <i>superba</i> 'Pink Lady' AGM</span>	P00498
<span RHS><i>Cistus creticus</i></span>	P00499
<span RHS><i>Cistus</i> &times; <i>hybridus</i></span>	P00500
<span RHS><i>Cistus</i> &times; <i>hybridus</i></span>	P00501
<span RHS><i>Cistus</i> &times; <i>purpureus</i> AGM</span>	P00502
<span RHS><i>Clematis</i> &times; <i>triternata</i> 'Rubromarginata'</span>	P00503
<span RHS><i>Coreopsis basalis</i> 'Sunshine'</span>	P00504
<span RHS><i>Desfontainia spinosa</i> AGM</span>	P00505
<span RHS><i>Enkianthus cernuus</i> f. <i>rubens</i> AGM</span>	P00506
<span RHS><i>Exochorda giraldii</i></span>	P00507
<span RHS><i>Exochorda giraldii</i></span>	P00508
<span RHS><i>Forsythia</i> &times; <i>intermedia</i> 'Lynwood Variety' AGM</span>	P00509
<span RHS><i>Fuchsia</i> 'Dollar Prinzessin' (d) AGM</span>	P00510
<span RHS><i>Fuchsia</i> 'Eva Boerg' AGM</span>	P00511
<span RHS><i>Fuchsia</i> 'Coralle' (T) AGM</span>	P00512
<span RHS><i>Fuchsia magellanica</i> AGM</span>	P00513
<span RHS><i>Gaura lindheimeri</i> 'Whirling Butterflies'</span>	P00514
<span RHS><i>Grevillea rosmarinifolia</i> 'Jenkinsii'</span>	P00515
<span RHS><i>Halimium lasianthum</i> subsp. <i>formosum</i></span>	P00516
<span RHS>&times; <i>Halimiocistus wintonensis</i> 'Merrist Wood Cream' AGM</span>	P00517
<span RHS><i>Hebe</i> 'Simon Délaux'</span>	P00518
<span RHS><i>Hebe</i> 'Simon Délaux'</span>	P00519
<span RHS><i>Helianthemum</i> 'Ben Ledi'</span>	P00520
<span RHS><i>Helianthemum</i> double yellow-flowered (d)</span>	P00521
<span RHS><i>Hydrangea macrophylla</i> 'Madame Emile Mouillère' (H) AGM</span>	P00522
<span RHS><i>Hydrangea macrophylla</i> 'Miss Belgium' (H)</span>	P00523
<span RHS><i>Hydrangea macrophylla</i> 'Miss Belgium' (H)</span>	P00524
<span RHS><i>Hypericum calycinum</i></span>	P00525
<span RHS><i>Kerria japonica</i> 'Golden Guinea' AGM</span>	P00526
<span RHS><i>Kerria japonica</i> 'Golden Guinea' AGM</span>	P00527
<span RHS><i>Lathyrus vernus</i> AGM</span>	P00528
<span RHS><i>Lavatera</i> &times; <i>clementii</i> 'Bredon Springs' AGM</span>	P00529
<span RHS><i>Lavatera</i> &times; <i>clementii</i> 'Bredon Springs' AGM</span>	P00530
<i>Libertia grandiflora</i>	P00531
<i>Libertia grandiflora</i>	P00532
<span RHS><i>Limonium platyphyllum</i></span>	P00533
<span RHS><i>Lithodora diffusa</i></span>	P00534
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Pink Elephant' AGM</span>	P00535
<span RHS><i>Lonicera periclymenum</i> 'Purple Queen'</span>	P00536
<span RHS><i>Mahonia aquifolium</i></span>	P00537
<span RHS><i>Malva moschata</i> f. <i>alba</i> 'Pirouette'</span>	P00538
<span RHS><i>Malva moschata</i> f. <i>alba</i> 'Pirouette'</span>	P00539
<span RHS><i>Malva sylvestris</i> 'Magic Hollyhock' (d)</span>	P00540
<span RHS><i>Malva sylvestris</i> 'Brave Heart'</span>	P00541
<span RHS><i>Malva sylvestris</i> var. <i>mauritiana</i> 'Mystic Merlin'</span>	P00542
<span RHS><i>Mimulus aurantiacus</i> AGM</span>	P00543
<i>Mimulus aurantiacus</i> 'Red Form'	P00544
<span RHS><i>Nepeta nuda</i> 'Purple Cat'</span>	P00545
<span RHS><i>Olearia</i> &times; <i>haastii</i></span>	P00546
<span RHS><i>Oxalis tetraphylla</i> 'Iron Cross'</span>	P00547
<span RHS><i>Oxalis tetraphylla</i> 'Iron Cross'</span>	P00548
<span RHS><i>Penstemon</i> 'Audrey Cooper'</span>	P00549
<span RHS><i>Philadelphus</i> 'Belle Étoile' AGM</span>	P00550
<span RHS><i>Philadelphus</i> 'Manteau d'Hermine' (d) AGM</span>	P00551
<span RHS><i>Philadelphus coronarius</i></span>	P00552
<span RHS><i>Phygelius</i> &times; <i>rectus</i> 'Salmon Leap' AGM</span>	P00553
<span RHS><i>Phygelius</i> &times; <i>rectus</i> 'Devil's Tears' AGM</span>	P00554
<span RHS><i>Phygelius capensis</i></span>	P00555
<span RHS><i>Prostanthera incisa</i></span>	P00557
<span RHS><i>Pulsatilla vulgaris</i> AGM</span>	P00558
<span RHS><i>Ribes sanguineum</i> 'Poky's Pink' AGM</span>	P00559
<span RHS><i>Ribes sanguineum</i> 'Poky's Pink' AGM</span>	P00560
<span RHS><i>Ribes sanguineum</i></span>	P00561
<span RHS><i>Salvia officinalis</i> 'Tricolor' (v)</span>	P00562
<span RHS><i>Potentilla fruticosa</i> 'Abbotswood' AGM</span>	P00563
<span RHS><i>Potentilla fruticosa</i> 'Abbotswood' AGM</span>	P00564
<span RHS><i>Potentilla fruticosa</i> 'Goldfinger'</span>	P00565
<span RHS><i>Potentilla fruticosa</i> 'Goldfinger'</span>	P00566
<span RHS><i>Potentilla fruticosa</i> 'Hopleys Orange' AGM</span>	P00567
<span RHS><i>Potentilla fruticosa</i> 'Hopleys Orange' AGM</span>	P00568
<span RHS><i>Potentilla thurberi</i> 'Monarch's Velvet'</span>	P00569
<span RHS><i>Potentilla fruticosa</i> 'Primrose Beauty' AGM</span>	P00570
<span RHS><i>Potentilla fruticosa</i> 'Red Ace'</span>	P00571
<span RHS><i>Potentilla fruticosa</i> 'Sophie's Blush'</span>	P00572
<span RHS><i>Potentilla fruticosa</i> 'Sophie's Blush'</span>	P00573
<span RHS><i>Sisyrinchium californicum</i> Brachypus Group</span>	P00574
<span RHS><i>Solanum crispum</i> 'Glasnevin' AGM</span>	P00575
<span RHS><i>Spiraea</i> 'Arguta' AGM</span>	P00576
<span RHS><i>Spiraea japonica</i> 'Gold Mound'</span>	P00577
<span RHS><i>Verbascum phoeniceum</i> 'Flush of White'</span>	P00578
<span RHS><i>Verbena bonariensis</i> AGM</span>	P00579
<span RHS><i>Verbena hastata</i> f. <i>rosea</i></span>	P00580
<span RHS><i>Veronica gentianoides</i></span>	P00581
<span RHS><i>Veronica gentianoides</i></span>	P00582
<span RHS><i>Veronica austriaca</i> subsp. <i>teucrium</i> 'Kapitän'</span>	P00583
<span RHS><i>Viburnum opulus</i> 'Aureum'</span>	P00584
<span RHS><i>Vinca difformis</i></span>	P00585
<span RHS><i>Vinca major</i></span>	P00586
<span RHS><i>Weigela florida</i> 'Foliis Purpureis'</span>	P00587
<span RHS><i>Weigela</i> 'Bristol Ruby'</span>	P00588
<span RHS><i>Weigela</i> 'Florida Variegata' (v) AGM</span>	P00589
<span RHS><i>Anchusa azurea</i></span>	P00590
<span RHS><i>Brugmansia arborea</i></span>	P00591
<span RHS><i>Ricinus communis</i></span>	P00592
<span RHS><i>Spigelia marilandica</i></span>	P00593
<span RHS><i>Zantedeschia</i> black-flowered</span>	P00594
<span RHS><i>Euphorbia cornigera</i> AGM</span> && <span RHS><i>Ageratina altissima</i> 'Chocolate'</span>	P00595
<span RHS><i>Paeonia</i> &times; <i>lemoinei</i> 'High Noon' (S) AGM</span>	P00596
<span RHS><i>Rosa</i> 'Dainty Bess' (HT)</span>	P00597
<span RHS><i>Rosa gallica</i> 'Versicolor' (G) AGM</span>	P00598
<span RHS><i>Rosa</i> 'Raubritter' ('Macrantha' hybrid)</span>	P00599
<span RHS><i>Rosa</i> <span class="trade-name">Graham Thomas</span> = 'Ausmas' (S) AGM</span>	P00600
<span RHS><i>Rosa</i> 'Mrs Oakley Fisher' (HT)</span>	P00601
<span RHS><i>Syringa meyeri</i> 'Palibin' AGM</span>	P00602
<span RHS><i>Tiarella wherryi</i> AGM</span>	P00603
<span RHS><i>Tulipa undulatifolia</i> (15)</span>	P00604
<span RHS><i>Tulipa sprengeri</i> (15) AGM</span>	P00605
<span RHS><i>Chaenomeles speciosa</i> 'Geisha Girl' (d) AGM</span>	P00606
<span RHS><i>Asphodelus aestivus</i></span>	P00607
<span RHS><i>Lithodora diffusa</i> 'Heavenly Blue' AGM</span>	P00608
<span RHS><i>Rosa</i> 'Golden Chersonese' (S)</span> - seedling	P00609
<span RHS><i>Iris</i> Californian hybrids</span> mauve	P00611
<span RHS><i>Paeonia</i> &times; <i>lemoinei</i> 'High Noon' (S) AGM</span>	P00612
<span RHS><i>Paeonia</i> &times; <i>lemoinei</i> 'High Noon' (S) AGM</span>	P00613
<span RHS><i>Smyrnium rotundifolium</i></span>	P00614
<span RHS><i>Townsendia exscapa</i></span>	P00615
<span RHS><i>Rosa</i> 'Meg' (ClHT)</span> && <span RHS><i>Rosa</i> 'Maigold' (ClPiH) AGM</span>	P00616
<span RHS><i>Daphne oleoides</i></span>	P00617
<span RHS><i>Rosa</i> <span class="trade-name">Golden Celebration</span> = 'Ausgold' <sup>(PBR)</sup> (S) AGM</span>	P00618
<span RHS><i>Athyrium niponicum</i> var. <i>pictum</i> AGM</span>	P00619
<span RHS><i>Clematis koreana</i> var. <i>carunculosa</i> 'Lemon Bells' (A)</span>	P00620
<span RHS><i>Heuchera</i> <span class="trade-name">Crème Brûlée</span> = 'Tnheu041' (Dolce Series)</span>	P00621
<span RHS><i>Araucaria araucana</i></span>	P00622
<span RHS><i>Eucomis</i> 'Joy's Purple'</span>	P00623
<span RHS><i>Lonicera periclymenum</i> 'Graham Thomas' AGM</span>	P00624
<span RHS><i>Rosa</i> <span class="trade-name">Graham Thomas</span> = 'Ausmas' (S) AGM</span>	P00625
<span RHS><i>Rosa</i> 'Golden Wings' (S)</span>	P00626
<span RHS><i>Rosa</i> 'Ellen Willmott' (HT)</span>	P00627
<span RHS><i>Rosa</i> <span class="trade-name">Warm Wishes</span> = 'Fryxotic' <sup>(PBR)</sup> (HT) AGM</span>	P00628
<span RHS><i>Rosa</i> 'Coupe d'Hébé' (Bb)</span>	P00629
<span RHS><i>Rosa</i> 'Impératrice Joséphine' (Gn) AGM</span>	P00630
<span RHS><i>Rosa</i> 'Perle d'Or' (Poly) AGM</span>	P00631
<span RHS><i>Rosa</i> 'Complicata' (G)</span>	P00632
<span RHS><i>Rosa</i> 'Veilchenblau' (Ra) AGM</span>	P00633
<span RHS><i>Araucaria araucana</i></span>	P00634
<span RHS><i>Potentilla megalantha</i></span>	P00635
<span RHS><i>Potentilla megalantha</i></span>	P00636
<span RHS><i>Rosmarinus officinalis</i></span>	P00637
<span RHS><i>Brachyglottis</i> (Dunedin Group) 'Sunshine' AGM</span>	P00638
<span RHS><i>Grindelia chiloensis</i></span>	P00639
<span RHS><i>Senna corymbosa</i></span>	P00640
<span RHS><i>Onopordum acanthium</i></span>	P00641
<span RHS><i>Salvia microphylla</i> 'Cerro Potosí' AGM</span>	P00642
<span RHS><i>Cornus alternifolia</i> 'Argentea' (v) AGM</span>	P00643
<span RHS><i>Acer campestre</i> AGM</span> - in autumn	P00644
<span RHS><i>Acer grosseri</i></span> - in autumn	P00645
<span RHS><i>Acer shirasawanum</i> 'Aureum' AGM</span>	P00646
<span RHS><i>Acer palmatum</i> 'Atropurpureum' (A)</span>	P00647
<span RHS><i>Acer palmatum</i> (D)</span>	P00648
<span RHS><i>Akebia quinata</i></span>	P00649
<span RHS><i>Amelanchier lamarckii</i> AGM</span>	P00650
<span RHS><i>Anethum graveolens</i></span>	P00651
<span RHS><i>Aristolochia grandiflora</i></span>	P00652
<span RHS><i>Armeria maritima</i> 'Splendens'</span>	P00653
<span RHS><i>Azara microphylla</i> 'Variegata' (v)</span>	P00654
<span RHS><i>Iris domestica</i></span>	P00655
<span RHS><i>Betula papyrifera</i></span>	P00656
<span RHS><i>Calendula officinalis</i></span>	P00657
<span RHS><i>Camellia japonica</i> 'Adolphe Audusson' AGM</span>	P00658
<span RHS><i>Camellia</i> &times; <i>williamsii</i> 'Donation' AGM</span>	P00659
<span RHS><i>Cerinthe major</i> 'Purpurascens'</span>	P00660
<span RHS><i>Chamaecyparis lawsoniana</i> 'Aurea Densa' AGM</span>	P00661
<span RHS><i>Choisya ternata</i> <span class="trade-name">Sundance</span> = 'Lich' AGM</span>	P00662
<span RHS><i>Corylus avellana</i> 'Contorta' AGM</span>	P00663
<span RHS><i>Cotoneaster lacteus</i> AGM</span>	P00664
<span RHS><i>Crataegus laevigata</i> 'Paul's Scarlet' (d) AGM</span>	P00665
<span RHS><i>Embothrium coccineum</i></span>	P00666
<span RHS><i>Erica lusitanica</i> AGM</span>	P00667
<span RHS><i>Fatsia japonica</i> AGM</span>	P00668
<span RHS><i>Forsythia suspensa</i></span>	P00669
<span RHS><i>Fuchsia microphylla</i> (E)</span>	P00670
<span RHS><i>Fuchsia</i> 'Hawkshead' AGM</span>	P00671
<span RHS><i>Fuchsia magellanica</i> AGM</span>	P00672
<span RHS><i>Lilium</i> 'Blizzard' (Ia/b)</span>	P00673
<span RHS><i>Lilium lancifolium</i> (IXc/d)</span>	P00674
<span RHS><i>Limnanthes douglasii</i> AGM</span>	P00675
<span RHS><i>Lonicera periclymenum</i></span>	P00676
<span RHS><i>Aeonium</i> 'Zwartkop' AGM</span>	P00677
<span RHS><i>Lonicera sempervirens</i></span>	P00678
<span RHS><i>Ipomoea lobata</i> AGM</span>	P00679
<span RHS><i>Ipomoea purpurea</i></span>	P00680
<span RHS><i>Jasminum officinale</i> <span class="trade-name">Fiona Sunrise</span> = 'Frojas' <sup>(PBR)</sup> AGM</span>	P00681
<span RHS><i>Malus</i> 'Evereste' AGM</span>	P00682
<span RHS><i>Malus</i> 'Evereste' AGM</span>	P00683
<span RHS><i>Lavandula angustifolia</i> 'Hidcote' AGM</span>	P00684
<span RHS><i>Leptospermum scoparium</i> 'Red Ensign'</span>	P00685
<span RHS><i>Lunaria annua</i></span>	P00686
<span RHS><i>Lunaria annua</i></span>	P00687
<span RHS><i>Lunaria annua</i> var. <i>albiflora</i> 'Alba Variegata' (v) AGM</span>	P00688
<span RHS><i>Papaver nudicaule</i></span>	P00689
<span RHS><i>Hydrangea anomala</i> subsp. <i>petiolaris</i> AGM</span>	P00690
<span RHS><i>Ilex</i> &times; <i>altaclerensis</i> 'Golden King' (f/v) AGM</span>	P00691
<span RHS><i>Ipheion uniflorum</i></span>	P00692
<span RHS><i>Oxalis triangularis</i> 'Cupido'</span>	P00693
<i>Rosa glauca</i>	P00694
<span RHS><i>Rosa filipes</i> 'Kiftsgate' (Ra) AGM</span>	P00695
<span RHS><i>Rosa</i> 'Nevada' (S)</span>	P00696
<span RHS><i>Rosa</i> 'Nevada' (S)</span>	P00697
<span RHS><i>Penstemon pinifolius</i> AGM</span>	P00698
<span RHS><i>Persicaria capitata</i></span>	P00699
<span RHS><i>Phyllostachys aureosulcata</i></span>	P00700
<span RHS><i>Pieris japonica</i> 'Valley Valentine' AGM</span>	P00701
<span RHS><i>Sambucus nigra</i> f. <i>porphyrophylla</i> 'Eva' <sup>(PBR)</sup> AGM</span>	P00702
<span RHS><i>Sambucus racemosa</i> 'Aurea'</span>	P00703
<span RHS><i>Sedum album</i></span>	P00704
<span RHS><i>Viburnum opulus</i></span>	P00705
<span RHS><i>Viburnum opulus</i></span>	P00706
<span RHS><i>Taxus baccata</i> AGM</span>	P00707
<span RHS><i>Taxus baccata</i> AGM</span>	P00708
<span RHS><i>Ulex gallii</i></span>	P00709
<span RHS><i>Verbascum bombyciferum</i></span>	P00710
<span RHS><i>Thunbergia alata</i></span>	P00711
<span RHS><i>Thymus serpyllum</i> L.</span>	P00712
<span RHS><i>Tropaeolum majus</i> Alaska Series (v) AGM</span>	P00713
<span RHS><i>Tulipa</i> 'Bleu Aimable' (5)</span>	P00714
<span RHS><i>Viburnum</i> &times; <i>bodnantense</i></span>	P00715
<span RHS><i>Hedera helix</i> 'Oro di Bogliasco' (v)</span>	P00716
<span RHS><i>Prunus incisa</i> 'Kojo-no-mai' AGM</span>	P00717
<span RHS><i>Malva moschata</i> f. <i>alba</i> AGM</span>	P00718
<span RHS><i>Acer griseum</i> AGM</span>	P00719
<span RHS><i>Agapanthus</i> Headbourne hybrids</span>	P00720
<span RHS><i>Anemone blanda</i> AGM</span>	P00721
<span RHS><i>Quercus robur</i></span>	P00722
<span RHS><i>Sorbus aucuparia</i></span>	P00723
<i>Helleborus</i> Ashwood Hybrids at Shepherd House	P00724
<i>Helleborus</i> Ashwood Hybrids at Shepherd House	P00725
<i>Helleborus</i> Ashwood Hybrids at Shepherd House	P00726
<i>Helleborus</i> Ashwood Hybrids at Shepherd House	P00727
<span RHS><i>Sanguinaria canadensis</i> f. <i>multiplex</i> 'Plena' (d) AGM</span> - at Copt Howe	P00728
<i>Trillium rivale</i> 'Purple Heart' at Copt Howe	P00729
<span RHS><i>Trillium rivale</i> AGM</span> - at Copt Howe	P00730
<span RHS><i>Prunus serrula</i></span> - at Copt Howe	P00731
<span RHS><i>Penstemon</i> 'Stapleford Gem' AGM</span>	P00732
<span RHS><i>Anthemis tinctoria</i> 'Golden Rays'</span> - at NBG Wales	P00733
<span RHS><i>Oenothera</i> 'Crown Imperial'</span> - at NBG Wales	P00734
<span RHS><i>Omphalodes cappadocica</i> AGM</span> - at Copt Howe	P00735
<span RHS><i>Helleborus</i> &times; <i>ericsmithii</i></span> - at Shepherd House	P00736
<span RHS><i>Helleborus</i> &times; <i>ericsmithii</i></span> - at Shepherd House	P00737
<span RHS><i>Helleborus</i> &times; <i>ericsmithii</i></span> - at Shepherd House	P00738
<span RHS><i>Acanthus hirsutus</i> subsp. <i>syriacus</i></span>	P00739
<span RHS><i>Acanthus hirsutus</i> subsp. <i>syriacus</i></span>	P00740
<span RHS><i>Cortaderia selloana</i> 'Monstrosa' AGM</span>	P00741
<span RHS><i>Cortaderia selloana</i> 'Monstrosa' AGM</span>	P00742
<span RHS><i>Geranium fremontii</i></span>	P00743
<span RHS><i>Lathyrus odoratus</i> 'Painted Lady'</span>	P00744
<span RHS><i>Lathyrus odoratus</i></span>	P00745
<span RHS><i>Pieris</i> 'Flaming Silver' (v) AGM</span>	P00746
<span RHS><i>Camellia</i> &times; <i>williamsii</i> 'Donation' AGM</span>	P00747
<span RHS><i>Camellia</i> &times; <i>williamsii</i> 'Donation' AGM</span>	P00748
<span RHS><i>Papaver</i> (Oriental Group) 'Beauty of Livermere'</span>	P00749
<span RHS><i>Coreopsis verticillata</i></span>	P00750
<span RHS><i>Narcissus obvallaris</i> (13) AGM</span>	P00751
<span RHS><i>Nectaroscordum siculum</i></span>	P00752
<span RHS><i>Salvia officinalis</i></span>	P00753
<span RHS><i>Abutilon</i> &times; <i>suntense</i></span> seedling, mauve	P00754
<span RHS><i>Abutilon</i> &times; <i>suntense</i></span> seedling, white	P00755
<span RHS><i>Acer cappadocicum</i> 'Aureum' AGM</span>	P00756
<span RHS><i>Acer griseum</i> AGM</span>	P00757
<span RHS><i>Acer shirasawanum</i> 'Aureum' AGM</span>	P00758
<span RHS><i>Aconitum carmichaelii</i> (Arendsii Group) 'Arendsii' AGM</span>	P00759
<span RHS><i>Actinidia kolomikta</i> (m)</span>	P00760
<span RHS><i>Adenophora bulleyana</i></span>	P00761
<span RHS><i>Aegopodium podagraria</i> 'Variegatum' (v)</span>	P00762
